Posted Date,Skill,Company,Workplace,Company Type,Company Industry,Company Size,Country
2024-08-14 09:21:20.095789,Automation Test,SSI Securities Corporation,At office,IT Product,Financial Services,1000+,Vietnam
2024-08-14 09:21:20.095789,.NET,OMNIA SYSTEMS COMPANY LIMITED,At office,IT Product,IT Services and IT Consulting,1-50,Sweden
2024-08-14 09:21:20.095789,Flutter,LG Electronics Development Vietnam (LGEDV),Remote,IT Product,Software Products and Web Services,1000+,South Korea
2024-08-14 09:21:20.095789,Japanese,ORO Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Japan
2024-08-14 09:21:20.095789,Java,VNG Corporation,At office,IT Product,Software Products and Web Services,1000+,Vietnam
2024-08-14 09:21:20.095789,DevOps,VPBank,At office,IT Product,Banking,1000+,Vietnam
2024-08-14 09:21:20.095789,C#,MODEC,At office,IT Product,Utilities,51-150,Japan
2024-08-13 09:21:20.095789,PHP,Dai-ichi Life Việt Nam,At office,Non-IT,Financial Services,1000+,Japan
2024-08-13 09:21:20.095789,Java,Daoukiwoom Innovation,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,South Korea
2024-08-13 09:21:20.095789,NodeJS,Neos Việt Nam,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Japan
2024-08-13 09:21:20.095789,Golang,ISMART.ASIA TECHNOLOGY,At office,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam
2024-08-13 09:21:20.095789,ReactJS,Unifiedpost,Hybrid,IT Product,Financial Services,51-150,Belgium
2024-08-13 09:21:20.095789,Tester,Blue Belt Technology,At office,IT Product,IT Services and IT Consulting,51-150,Japan
2024-08-13 09:21:20.095789,ReactJS,KMS Technology,Hybrid,IT Outsourcing,N/A,1000+,United States
2024-08-13 09:21:20.095789,.NET,Zuhlke Engineering Vietnam,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Switzerland
2024-08-13 09:21:20.095789,Java,VNPT Net Corporation,At office,IT Product,Network and Infrastructure,1-50,Vietnam
2024-08-13 09:21:20.095789,Java,FE CREDIT,At office,IT Product,Financial Services,1000+,Vietnam
2024-08-13 09:21:20.095789,Java,Persol Career Tech Studio Vietnam,Hybrid,IT Product,Software Products and Web Services,1-50,Japan
2024-08-13 09:21:20.095789,Java,Persol Career Tech Studio Vietnam,Hybrid,IT Product,Software Products and Web Services,1-50,Japan
2024-08-13 09:21:20.095789,PHP,Got It,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-08-13 09:21:20.095789,.NET,Kyanon Digital,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Singapore
2024-08-13 09:21:20.095789,Java,Zuhlke Engineering Vietnam,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Switzerland
2024-08-13 09:21:20.095789,Linux,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-08-13 09:21:20.095789,Python,ZOI SGN,At office,IT Outsourcing,Software Products and Web Services,151-300,Vietnam
2024-08-13 09:21:20.095789,Java,Avenue,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-08-13 09:21:20.095789,VueJS,RECURVE,Hybrid,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-08-13 09:21:20.095789,DevOps,RECURVE,Hybrid,IT Product,Software Development Outsourcing,1-50,Vietnam
2024-08-13 09:21:20.095789,Project Manager,VNG Corporation,At office,IT Product,Software Products and Web Services,1000+,Vietnam
2024-08-13 09:21:20.095789,Automation Test,Trusting Social,At office,IT Service and IT Consulting,Financial Services,301-500,Singapore
2024-08-13 09:21:20.095789,ReactJS,Live Channel,At office,IT Product,"Media, Advertising and Entertainment",1-50,Vietnam
2024-08-12 09:21:20.095789,Java,Công Ty TNHH Clever Creations Tech,Hybrid,IT Service and IT Consulting,"Media, Advertising and Entertainment",51-150,Vietnam
2024-08-12 09:21:20.095789,Automation Test,SCC Vietnam,Hybrid,IT Outsourcing,Software Development Outsourcing,151-300,United Kingdom
2024-08-12 09:21:20.095789,PHP,Công Ty TNHH Onlai Việt Nam,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-08-12 09:21:20.095789,SQL,CÔNG TY TNHH BỆNH VIỆN CHUYÊN KHOA THẨM MỸ JT ANGEL,At office,Non-IT,Materials and Mining,1-50,Vietnam
2024-08-12 09:21:20.095789,Python,LACONIC,At office,IT Product,Environment,1-50,United States
2024-08-11 09:21:20.095789,Salesforce,Hybrid Technologies,At office,IT Outsourcing,Software Development Outsourcing,501-1000,Japan
2024-08-11 09:21:20.095789,Android,Blue Belt Technology,At office,IT Product,IT Services and IT Consulting,51-150,Japan
2024-08-11 09:21:20.095789,Automation Test,Hoan Loc Viet JSC,At office,IT Product,Financial Services,51-150,Vietnam
2024-08-11 09:21:20.095789,System Engineer,Hella Vietnam,At office,IT Product,"Transportation, Logistics and Warehouse",51-150,Germany
2024-08-11 09:21:20.095789,DevOps,MIC,At office,IT Product,Financial Services,151-300,Vietnam
2024-08-11 09:21:20.095789,Kotlin,Techcombank,At office,IT Product,Banking,1000+,Vietnam
2024-08-11 09:21:20.095789,Java,Bluebik Vietnam,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam
2024-08-11 09:21:20.095789,Python,LACONIC,At office,IT Product,Environment,1-50,United States
2024-08-11 09:21:20.095789,Scrum,Tyme,At office,IT Product,Banking,301-500,Singapore
2024-08-11 09:21:20.095789,C++,CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,At office,IT Product,IT Services and IT Consulting,151-300,South Korea
2024-08-11 09:21:20.095789,Java,Tyme,Hybrid,IT Product,Banking,301-500,Singapore
2024-08-11 09:21:20.095789,JavaScript,WeGrow Edu VN,At office,IT Product,Education and Training,51-150,Vietnam
2024-08-11 09:21:20.095789,C#,"VISION SEMICON VIET NAM CO., LTD",At office,IT Product,N/A,1-50,Vietnam
2024-08-11 09:21:20.095789,DevOps,Viettel Group,At office,IT Product,Telecommunication,1000+,Vietnam
2024-08-11 09:21:20.095789,Python,Viettel Group,At office,IT Product,Telecommunication,1000+,Vietnam
2024-08-11 09:21:20.095789,Java,Viettel Group,At office,IT Product,Telecommunication,1000+,Vietnam
2024-08-11 09:21:20.095789,QA QC,RAKSUL Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-08-11 09:21:20.095789,Unity,Chalasoft,At office,IT Outsourcing,N/A,1-50,Vietnam
2024-08-11 09:21:20.095789,Business Analyst,VNG Corporation,At office,IT Product,Software Products and Web Services,1000+,Vietnam
2024-08-11 09:21:20.095789,Business Analyst,Shoefabrik,At office,IT Outsourcing,N/A,301-500,Vietnam
2024-08-11 09:21:20.095789,Java,Công Ty TNHH Ohmidas Việt Nam,At office,IT Outsourcing,Software Development Outsourcing,1-50,Japan
2024-08-10 09:21:20.095789,Java,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-10 09:21:20.095789,Java,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-10 09:21:20.095789,ReactJS,Convert Digital,At office,IT Product,E-commerce,1-50,Vietnam
2024-08-10 09:21:20.095789,Data Analyst,Datalize.cloud,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-10 09:21:20.095789,Database,CÔNG TY TNHH NGUYỄN HỒNG,At office,Non-IT,Food & Beverage,151-300,Vietnam
2024-08-10 09:21:20.095789,Java,Công ty Cổ phần đầu tư phát triển Máy Việt Nam,At office,Non-IT,Manufacturing and Engineering,501-1000,Vietnam
2024-08-10 09:21:20.095789,Games,CÔNG TY CỔ PHẦN CÔNG NGHỆ META GAME,At office,IT Product,Game,1-50,Vietnam
2024-08-10 09:21:20.095789,JavaScript,Globe3 ERP Vietnam,At office,IT Outsourcing,N/A,1-50,Singapore
2024-08-10 09:21:20.095789,Java,CÔNG TY TNHH FETEK VIỆT NAM,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-10 09:21:20.095789,Data Analyst,CÔNG TY TNHH FETEK VIỆT NAM,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-10 09:21:20.095789,Python,AVE Group,At office,IT Product,E-commerce,151-300,Vietnam
2024-08-10 09:21:20.095789,Tester,Công Ty Cổ Phần Phần Mềm Vangle Tek,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-08-10 09:21:20.095789,Embedded,GoChek,At office,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-08-10 09:21:20.095789,NodeJS,Công ty CP Dịch vụ Công nghệ TSC Việt Nam,At office,Non-IT,IT Hardware and Computing,51-150,Vietnam
2024-08-10 09:21:20.095789,Business Analyst,CÔNG TY CỔ PHẦN TQC SOLUTION,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-08-10 09:21:20.095789,Tester,Joblogic,At office,IT Product,IT Services and IT Consulting,301-500,United Kingdom
2024-08-10 09:21:20.095789,Python,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-08-10 09:21:20.095789,NodeJS,Gleads Vietnam,At office,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-08-10 09:21:20.095789,Java,CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,At office,IT Product,IT Services and IT Consulting,151-300,South Korea
2024-08-10 09:21:20.095789,Android,CÔNG TY TNHH DTE VENTURES,At office,IT Service and IT Consulting,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-08-10 09:21:20.095789,ReactJS,CÔNG TY TNHH DTE VENTURES,At office,IT Service and IT Consulting,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-08-10 09:21:20.095789,JavaScript,SMG Swiss Marketplace Group,Hybrid,IT Product,Software Products and Web Services,51-150,Switzerland
2024-08-10 09:21:20.095789,Unity,NEXON DEV VINA,At office,IT Product,Game,51-150,South Korea
2024-08-10 09:21:20.095789,ReactJS,LikeLion Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea
2024-08-10 09:21:20.095789,ReactJS,CoderPush,Remote,IT Product,Software Products and Web Services,51-150,Vietnam
2024-08-10 09:21:20.095789,DevOps,Nice Info Vietnam,At office,IT Service and IT Consulting,Network and Infrastructure,1-50,South Korea
2024-08-10 09:21:20.095789,Java,M_Service (MoMo),At office,IT Product,Financial Services,1000+,Vietnam
2024-08-10 09:21:20.095789,Tester,FORTNA,Hybrid,IT Product,"Transportation, Logistics and Warehouse",51-150,United States
2024-08-10 09:21:20.095789,UI-UX,Hello Health Group,At office,IT Product,Healthcare,151-300,Singapore
2024-08-10 09:21:20.095789,Java,Merchant Mate,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-08-10 09:21:20.095789,Project Manager,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-08-10 09:21:20.095789,Automation Test,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-08-10 09:21:20.095789,Python,OPSWAT Software Vietnam,At office,IT Product,Cyber Security,151-300,United States
2024-08-10 09:21:20.095789,DevOps,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-08-10 09:21:20.095789,Product Manager,OL Vietnam,At office,IT Product,"Media, Advertising and Entertainment",51-150,United States
2024-08-10 09:21:20.095789,Python,Gigarion Technology,At office,IT Outsourcing,Software Development Outsourcing,1-50,United States
2024-08-10 09:21:20.095789,Golang,Công Ty TNHH Stack Tech,At office,IT Product,Software Products and Web Services,1-50,Singapore
2024-08-10 09:21:20.095789,J2EE,Arch Partnership Limited,Remote,IT Outsourcing,IT Services and IT Consulting,51-150,Hong Kong
2024-08-10 09:21:20.095789,Tester,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-08-09 09:21:20.095789,C#,WORLD OF NEOPETS LIMITED,Remote,IT Product,Game,1-50,Hong Kong
2024-08-09 09:21:20.095789,English,Dai-ichi Life Việt Nam,At office,Non-IT,Financial Services,1000+,Japan
2024-08-09 09:21:20.095789,ReactJS,Travala.com,Hybrid,IT Product,Tourism & Hospitality Services,51-150,Singapore
2024-08-09 09:21:20.095789,DevOps,CodeLink,Hybrid,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam
2024-08-09 09:21:20.095789,Android,Hitachi Digital Services,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States
2024-08-09 09:21:20.095789,Presale,FUJIFILM Business Innovation Việt Nam,At office,IT Product,IT Hardware and Computing,151-300,Vietnam
2024-08-09 09:21:20.095789,ReactJS,PROXEL Tech,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-08-09 09:21:20.095789,.NET,Gigarion Technology,Hybrid,IT Outsourcing,Software Development Outsourcing,1-50,United States
2024-08-09 09:21:20.095789,Java,MSB,At office,IT Product,Banking,1000+,Vietnam
2024-08-09 09:21:20.095789,Tester,MSB,At office,IT Product,Banking,1000+,Vietnam
2024-08-09 09:21:20.095789,QA QC,Live Payments,At office,IT Product,Software Products and Web Services,51-150,Australia
2024-08-09 09:21:20.095789,Java,LikeLion Vietnam,At office,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea
2024-08-09 09:21:20.095789,Project Manager,Silicon Prime Labs,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,United States
2024-08-09 09:21:20.095789,.NET,Silicon Prime Labs,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,United States
2024-08-09 09:21:20.095789,ReactJS,NAVER VIETNAM,At office,IT Product,Software Products and Web Services,51-150,South Korea
2024-08-09 09:21:20.095789,SQL,Vietnam International Bank (VIB),At office,IT Product,Banking,1000+,Vietnam
2024-08-09 09:21:20.095789,React Native,OMNIA SYSTEMS COMPANY LIMITED,At office,IT Product,IT Services and IT Consulting,1-50,Sweden
2024-08-09 09:21:20.095789,Business Analyst,Blue Belt Technology,At office,IT Product,IT Services and IT Consulting,51-150,Japan
2024-08-09 09:21:20.095789,JavaScript,KILALA Communication,At office,IT Product,"Media, Advertising and Entertainment",1-50,Japan
2024-08-09 09:21:20.095789,Golang,Aviron,At office,IT Product,Software Products and Web Services,51-150,Canada
2024-08-09 09:21:20.095789,ReactJS,Global Fashion Group,Hybrid,IT Product,Apparel and Fashion,1000+,United Kingdom
2024-08-09 09:21:20.095789,PHP,"Smaregi Vietnam Co., Ltd.",At office,IT Product,IT Services and IT Consulting,301-500,Japan
2024-08-08 09:21:20.095789,VueJS,Entetsu Việt Nam,At office,IT Product,N/A,1-50,Japan
2024-08-08 09:21:20.095789,Golang,Be Group,At office,IT Product,"Transportation, Logistics and Warehouse",301-500,Vietnam
2024-08-08 09:21:20.095789,Tester,Nexcel Solutions,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-08-08 09:21:20.095789,Business Analyst,Nexcel Solutions,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-08-08 09:21:20.095789,Android,KMS Healthcare,Hybrid,IT Outsourcing,Healthcare,301-500,United States
2024-08-08 09:21:20.095789,Project Manager,GFT Technologies Vietnam,Hybrid,IT Service and IT Consulting,Banking,151-300,Germany
2024-08-08 09:21:20.095789,.NET,Việt Nam Shinda Technology,At office,IT Product,Financial Services,51-150,Taiwan
2024-08-08 09:21:20.095789,VueJS,SGH Asia Ltd.,At office,IT Product,Software Products and Web Services,51-150,Germany
2024-08-08 09:21:20.095789,React Native,TPS Software,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-08-08 09:21:20.095789,Flutter,Relia Software,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-08-08 09:21:20.095789,Database,"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",At office,IT Product,Education and Training,1-50,Vietnam
2024-08-08 09:21:20.095789,JavaScript,AKILA,Hybrid,IT Product,"Media, Advertising and Entertainment",51-150,Singapore
2024-08-08 09:21:20.095789,PHP,"CJ OLIVENETWORKS VINA CO., LTD",At office,IT Product,Software Products and Web Services,51-150,South Korea
2024-08-08 09:21:20.095789,ReactJS,Relia Software,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam
2024-08-08 09:21:20.095789,VueJS,RAKSUL Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Japan
2024-08-08 09:21:20.095789,NodeJS,SPG (Specific Group Vietnam),Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam
2024-08-08 09:21:20.095789,Golang,Saigon Technology,At office,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-08-07 09:21:20.095789,Java,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,IT Product,Financial Services,301-500,Japan
2024-08-07 09:21:20.095789,JavaScript,Renn Labs,At office,IT Service and IT Consulting,Software Products and Web Services,1-50,United States
2024-08-07 09:21:20.095789,.NET,Joblogic,At office,IT Product,IT Services and IT Consulting,301-500,United Kingdom
2024-08-07 09:21:20.095789,HTML5,Smilegate Vietnam,At office,IT Product,Game,51-150,South Korea
2024-08-07 09:21:20.095789,Automation Test,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-07 09:21:20.095789,Python,GFT Technologies Vietnam,Hybrid,IT Service and IT Consulting,Banking,151-300,Germany
2024-08-07 09:21:20.095789,DevOps,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-07 09:21:20.095789,Java,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-07 09:21:20.095789,Flutter,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-07 09:21:20.095789,.NET,Vietnam International Bank (VIB),At office,IT Product,Banking,1000+,Vietnam
2024-08-07 09:21:20.095789,Project Manager,Groove Technology,At office,IT Outsourcing,Software Development Outsourcing,151-300,Australia
2024-08-07 09:21:20.095789,Android,Saigon Technology,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam
2024-08-07 09:21:20.095789,Automation Test,Got It,At office,IT Product,Software Products and Web Services,151-300,Vietnam
2024-08-07 09:21:20.095789,AWS,Parcel Perform,Hybrid,IT Product,Software Products and Web Services,151-300,Singapore
2024-08-07 09:21:20.095789,Golang,SkyLab,At office,IT Product,IT Services and IT Consulting,1-50,Singapore
2024-08-07 09:21:20.095789,QA QC,SMG Swiss Marketplace Group,Hybrid,IT Product,Software Products and Web Services,51-150,Switzerland
2024-08-07 09:21:20.095789,Flutter,TechVSI,At office,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam
2024-08-07 09:21:20.095789,Product Manager,AROBID.COM,At office,IT Product,E-commerce,51-150,Vietnam
2024-08-07 09:21:20.095789,VueJS,Smilegate Vietnam,At office,IT Product,Game,51-150,South Korea
2024-08-07 09:21:20.095789,Business Analyst,DNSE,At office,IT Product,Financial Services,151-300,Vietnam
2024-08-07 09:21:20.095789,Azure,Aperia Solutions Vietnam Co Ltd,Hybrid,IT Product,Software Products and Web Services,151-300,United States
2024-08-07 09:21:20.095789,iOS,Bootloader Studio,At office,IT Product,Software Products and Web Services,1-50,Vietnam
2024-08-07 09:21:20.095789,Team Leader,SkyLab,At office,IT Product,IT Services and IT Consulting,1-50,Singapore
2024-08-07 09:21:20.095789,QA QC,SkyLab,At office,IT Product,IT Services and IT Consulting,1-50,Singapore
2024-08-07 09:21:20.095789,ReactJS,GrapeCity,At office,IT Product,N/A,51-150,Japan
2024-08-07 09:21:20.095789,JavaScript,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-07 09:21:20.095789,Python,ABBANK,At office,Non-IT,Banking,1000+,Vietnam
2024-08-07 09:21:20.095789,Business Analyst,FE CREDIT,At office,IT Product,Financial Services,1000+,Vietnam
2024-08-06 09:21:20.095789,PHP,Neos Việt Nam,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Japan
2024-08-06 09:21:20.095789,Python,Devtify Technologies Corporation,Hybrid,IT Product,Software Products and Web Services,1-50,Vietnam
2024-08-06 09:21:20.095789,React Native,Doi Xanh Media Service Trading,At office,IT Product,Research Services,51-150,Vietnam
2024-08-06 09:21:20.095789,SQL,DATA NEST,At office,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam
2024-08-06 09:21:20.095789,Python,Ahamove,At office,IT Product,E-commerce,301-500,Vietnam
2024-08-06 09:21:20.095789,Android,"Thuy Anh Technology CO., LTD",At office,IT Product,IT Hardware and Computing,1-50,Vietnam
2024-08-06 09:21:20.095789,QA QC,NAB Innovation Centre Vietnam,At office,IT Product,Banking,1000+,Australia
2024-08-06 09:21:20.095789,Product Owner,BraveBits,At office,IT Product,Game,51-150,Vietnam
2024-08-06 09:21:20.095789,Automation Test,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-08-06 09:21:20.095789,UI-UX,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-08-06 09:21:20.095789,Database,Cazoodle,Remote,IT Product,Software Products and Web Services,1-50,United States
2024-08-06 09:21:20.095789,Business Analyst,Tyme,Hybrid,IT Product,Banking,301-500,Singapore
2024-08-06 09:21:20.095789,Python,Cazoodle,At office,IT Product,Software Products and Web Services,1-50,United States
2024-08-06 09:21:20.095789,.NET,FPT Software,At office,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam
2024-08-06 09:21:20.095789,PHP,Serdao,At office,IT Service and IT Consulting,"AI, Blockchain and Deep Tech Services",51-150,France
2024-08-06 09:21:20.095789,Python,Anrakutei Vietnam Innovation Dep,At office,IT Outsourcing,IT Services and IT Consulting,1-50,Japan
2024-08-06 09:21:20.095789,React Native,Serdao,At office,IT Service and IT Consulting,"AI, Blockchain and Deep Tech Services",51-150,France
2024-08-06 09:21:20.095789,Product Owner,HRS Group,Hybrid,IT Product,Software Products and Web Services,51-150,Germany
2024-08-06 09:21:20.095789,DevOps,Simpson Strong-Tie Vietnam,Hybrid,IT Product,IT Services and IT Consulting,501-1000,United States
2024-08-06 09:21:20.095789,JavaScript,"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",At office,IT Product,Education and Training,1-50,Vietnam
2024-08-06 09:21:20.095789,JavaScript,HRS Group,Hybrid,IT Product,Software Products and Web Services,51-150,Germany
2024-08-06 09:21:20.095789,Flutter,HRS Group,Hybrid,IT Product,Software Products and Web Services,51-150,Germany
2024-08-06 09:21:20.095789,iOS,"ANDPAD VietNam Co., Ltd",Hybrid,IT Product,IT Services and IT Consulting,51-150,Japan
2024-08-06 09:21:20.095789,Ruby,"ANDPAD VietNam Co., Ltd",Hybrid,IT Product,IT Services and IT Consulting,51-150,Japan
2024-08-06 09:21:20.095789,Golang,"ANDPAD VietNam Co., Ltd",Hybrid,IT Product,IT Services and IT Consulting,51-150,Japan
2024-08-06 09:21:20.095789,Business Analyst,KMS Technology,Hybrid,IT Outsourcing,N/A,1000+,United States
2024-08-06 09:21:20.095789,QA QC,Floware,At office,IT Product,Software Products and Web Services,51-150,United States
2024-08-06 09:21:20.095789,NodeJS,Floware,At office,IT Product,Software Products and Web Services,51-150,United States
2024-08-06 09:21:20.095789,Tester,DTS Software Vietnam,At office,IT Outsourcing,Software Development Outsourcing,151-300,Japan
2024-08-06 09:21:20.095789,JavaScript,Daoukiwoom Innovation,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,South Korea
2024-08-05 09:21:20.095789,Project Manager,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,IT Product,IT Hardware and Computing,51-150,Japan
2024-08-05 09:21:20.095789,ReactJS,CÔNG TY CỔ PHẦN NỀN TẢNG PHÁT SÓNG TRỰC TUYẾN ONAIR,Remote,IT Product,Software Products and Web Services,1-50,Vietnam
2024-08-05 09:21:20.095789,JavaScript,SCC Vietnam,Hybrid,IT Outsourcing,Software Development Outsourcing,151-300,United Kingdom
2024-08-04 09:21:20.095789,React Native,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-08-04 09:21:20.095789,.NET,VERP Technology Solutions JSC,At office,IT Product,N/A,1-50,Vietnam
2024-08-04 09:21:20.095789,Java,"Rakuten Fintech Vietnam Co., Ltd.",At office,IT Product,Financial Services,51-150,Japan
2024-08-04 09:21:20.095789,Business Analyst,Alpaca Vietnam,Hybrid,IT Product,Software Products and Web Services,51-150,Vietnam
2024-08-03 09:21:20.095789,Flutter,Công ty CP Công nghệ SF Technologies,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-08-03 09:21:20.095789,NodeJS,Công ty CP Công nghệ SF Technologies,At office,IT Product,IT Services and IT Consulting,1-50,Vietnam
2024-08-03 09:21:20.095789,Java,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-03 09:21:20.095789,Flutter,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-03 09:21:20.095789,Blockchain,MB Bank,At office,IT Product,N/A,1000+,Vietnam
2024-08-03 09:21:20.095789,Java,Công Ty TNHH Công Nghệ Thông Tin Thịnh Vượng Phát,At office,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-08-03 09:21:20.095789,Python,Otani U.P.,Hybrid,IT Product,Materials and Mining,1-50,Japan
2024-08-03 09:21:20.095789,Java,Laudert Vietnam,Hybrid,IT Outsourcing,Software Development Outsourcing,51-150,Germany
2024-08-03 09:21:20.095789,Business Analyst,Simpson Strong-Tie Vietnam,Hybrid,IT Product,IT Services and IT Consulting,501-1000,United States
2024-08-03 09:21:20.095789,C#,"ReFlex Technologies Vietnam Co., Ltd",At office,IT Outsourcing,Software Development Outsourcing,1-50,Japan
2024-08-03 09:21:20.095789,Python,LizAI Vietnam,At office,IT Product,"AI, Blockchain and Deep Tech Services",1-50,United States
2024-08-03 09:21:20.095789,Project Manager,Hella Vietnam,At office,IT Product,"Transportation, Logistics and Warehouse",51-150,Germany
2024-08-03 09:21:20.095789,Designer,BraveBits,At office,IT Product,Game,51-150,Vietnam
2024-08-03 09:21:20.095789,ReactJS,DevDirect Ltd.,At office,IT Outsourcing,IT Services and IT Consulting,1-50,South Korea
2024-08-03 09:21:20.095789,ReactJS,Flodesk,At office,IT Product,IT Services and IT Consulting,1-50,United States
2024-08-03 09:21:20.095789,.NET,soxes AG,At office,IT Outsourcing,Software Development Outsourcing,51-150,Switzerland
2024-08-03 09:21:20.095789,.NET,Song Technologies LLC,At office,IT Product,"AI, Blockchain and Deep Tech Services",51-150,United States
2024-08-03 09:21:20.095789,DevOps,Brighton Investment,Hybrid,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam
2024-08-03 09:21:20.095789,ReactJS,Unity Sport JSC,At office,IT Product,Sports and Fitness,1-50,Vietnam
2024-08-03 09:21:20.095789,.NET,ELCA,Hybrid,IT Service and IT Consulting,N/A,301-500,Switzerland
2024-08-03 09:21:20.095789,Scrum,SNB Group UK,Remote,IT Product,IT Services and IT Consulting,1-50,United Kingdom
2024-08-03 09:21:20.095789,PHP,SNB Group UK,Remote,IT Product,IT Services and IT Consulting,1-50,United Kingdom
2024-08-03 09:21:20.095789,Angular,SNB Group UK,Remote,IT Product,IT Services and IT Consulting,1-50,United Kingdom
2024-08-03 09:21:20.095789,DevOps,KMS Healthcare,Hybrid,IT Outsourcing,Healthcare,301-500,United States
2024-08-02 09:21:20.095789,UI-UX,Techbase Vietnam,At office,IT Outsourcing,Software Development Outsourcing,151-300,Japan
2024-08-02 09:21:20.095789,Business Analyst,SALEWORK,At office,IT Product,IT Services and IT Consulting,51-150,Vietnam
2024-08-02 09:21:20.095789,Tester,SALEWORK,At office,IT Product,IT Services and IT Consulting,51-150,Vietnam
2024-08-02 09:21:20.095789,Java,Rakus Vietnam Company,At office,IT Product,Software Products and Web Services,51-150,Japan
