Posted Date,Main Skill 1,Main Skill 2,Main Skill 3,Company,Workplace,Address,Company Type,Company Industry,Company Size,Country,Working Days,Overtime Policy
2024-08-28 09:21:20.095789,System Engineer,Security,System Admin,HSC,At office,Ho Chi Minh,IT Product,Financial Services,501-1000,Vietnam,Monday - Friday,No OT
2024-08-28 09:21:20.095789,Software Architect,Python,Java,VNG Corporation,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1000+,Vietnam,Monday - Friday,No OT
2024-08-28 09:21:20.095789,Cloud,Python,Linux,LG CNS Việt Nam,At office,Ha Noi,IT Product,Manufacturing and Engineering,151-300,Vietnam,Monday - Friday,No OT
2024-08-28 09:21:20.095789,NodeJS,JavaScript,NoSQL,Silicon Prime Labs,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,United States,Monday - Friday,Extra salary for OT
2024-08-28 09:21:20.095789,Project Manager,Agile,NULL,MB Ageas Life,At office,Ha Noi,IT Product,Financial Services,501-1000,Vietnam,Monday - Friday,No OT
2024-08-28 09:21:20.095789,Python,Computer Vision,Scala,VNG Corporation,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1000+,Vietnam,Monday - Friday,No OT
2024-08-28 09:21:20.095789,C#,.NET,Team Leader,Persol Career Tech Studio Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Japan,Monday - Friday,No OT
2024-08-28 09:21:20.095789,Computer Vision,Python,Scala,VNG Corporation,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1000+,Vietnam,Monday - Friday,No OT
2024-08-28 09:21:20.095789,JavaScript,Python,NodeJS,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-28 09:21:20.095789,DevOps,AWS,Java,The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,At office,Ho Chi Minh,IT Service and IT Consulting,Software Products and Web Services,51-150,Singapore,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Bridge Engineer,Japanese,Team Leader,Neos Việt Nam,At office,Ha Noi,IT Outsourcing,IT Services and IT Consulting,1-50,Japan,Monday - Friday,
2024-08-27 09:21:20.095789,.NET,ASP.NET,ReactJS,LG CNS Việt Nam,At office,Ha Noi,IT Product,Manufacturing and Engineering,151-300,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Database,MySQL,MongoDB,Vega Corporation,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,SQL,Oracle,DevOps,PVcomBank,At office,Ha Noi,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,
2024-08-27 09:21:20.095789,System Engineer,SQL,ERP,PVcomBank,At office,Ha Noi,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,
2024-08-27 09:21:20.095789,Python,SQL,Oracle,PVcomBank,At office,Ha Noi,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,
2024-08-27 09:21:20.095789,Python,Database,Oracle,PVcomBank,At office,Ha Noi,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,
2024-08-27 09:21:20.095789,Database,SQL,Oracle,PVcomBank,At office,Ha Noi,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,
2024-08-27 09:21:20.095789,Java,Python,SQL,PVcomBank,At office,Ha Noi,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,
2024-08-27 09:21:20.095789,Java,Python,SQL,PVcomBank,At office,Ha Noi,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,
2024-08-27 09:21:20.095789,Java,English,Spring,Unifiedpost,Hybrid,Ho Chi Minh,IT Product,Financial Services,51-150,Belgium,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Automation Test,English,QA QC,CoverGo,At office,Ho Chi Minh,IT Product,N/A,51-150,Singapore,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Java,Spring,PostgreSql,Rakus Vietnam Company,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Japan,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Manager,English,Project Manager,Aviron,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Canada,Monday - Friday,No OT
2024-08-27 09:21:20.095789,UI-UX,Designer,NULL,CNV Holdings,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,DevOps,Cloud,Java,HCL Vietnam Company Limited,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,501-1000,India,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Security,Database,Networking,VNPT Net Corporation,At office,Ha Noi,IT Product,Network and Infrastructure,1-50,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Security,Database,Networking,VNPT Net Corporation,At office,Ha Noi,IT Product,Network and Infrastructure,1-50,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,PHP,MySQL,Laravel,Briswell Vietnam,At office,Ho Chi Minh,IT Outsourcing,IT Services and IT Consulting,1-50,Japan,Monday - Friday,Extra days off for OT
2024-08-27 09:21:20.095789,Product Manager,Agile,Project Manager,Katalon,At office,Ho Chi Minh,IT Product,Software Products and Web Services,301-500,United States,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Python,DevOps,Cloud,HCL Vietnam Company Limited,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,501-1000,India,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Oracle,JavaScript,.NET,Kien Long Bank,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,
2024-08-27 09:21:20.095789,Automation Test,SQL,English,Sota Tek,At office,Ha Noi - Da Nang,IT Outsourcing,Software Development Outsourcing,1000+,Vietnam,Monday - Friday,Extra salary for OT
2024-08-27 09:21:20.095789,Python,Database,SQL,One Mount Group,At office,Ha Noi - Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Saturday,No OT
2024-08-27 09:21:20.095789,Tester,QA QC,Business Analyst,GrapeCity,At office,Ha Noi,IT Product,N/A,51-150,Japan,Monday - Friday,Extra salary for OT
2024-08-27 09:21:20.095789,C++,Embedded,Android,Datalogic Việt Nam,At office,Ho Chi Minh,IT Product,Manufacturing and Engineering,501-1000,Italy,Monday - Friday,
2024-08-27 09:21:20.095789,Linux,Unity,NULL,Sacombank,At office,Ho Chi Minh,Non-IT,Banking,1000+,Vietnam,Monday - Saturday,Extra salary for OT
2024-08-27 09:21:20.095789,Python,SQL,NULL,HCL Vietnam Company Limited,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,501-1000,India,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Android,iOS,NULL,HCL Vietnam Company Limited,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,501-1000,India,Monday - Friday,No OT
2024-08-27 09:21:20.095789,System Engineer,Linux,Networking,GTEL ICT,At office,Ho Chi Minh,IT Product,Telecommunication,301-500,Vietnam,Monday - Saturday,Extra salary for OT
2024-08-27 09:21:20.095789,Team Leader,NodeJS,PHP,Gamefire Studio Vietnam,At office,Ho Chi Minh,IT Outsourcing,Game,1-50,Hong Kong,Monday - Saturday,No OT
2024-08-27 09:21:20.095789,Cloud,MySQL,System Engineer,Accenture,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Manager,AngularJS,Java,Accenture,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,NodeJS,.NET,Java,Accenture,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,JavaScript,TypeScript,ReactJS,The Access Group,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,1000+,United Kingdom,Monday - Friday,Extra salary for OT
2024-08-27 09:21:20.095789,Java,SQL,Spring,Laetoli,At office,Ha Noi,IT Product,IT Services and IT Consulting,1-50,Japan,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Automation Test,English,Golang,HCL Vietnam Company Limited,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,501-1000,India,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Tester,English,QA QC,Pasona Tech Việt Nam,At office,Da Nang,IT Outsourcing,Staffing and Recruiting,151-300,Japan,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Solution Architect,.NET,Cloud,Công ty TNHH Web Synergies VN,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,PHP,JavaScript,.NET,Pasona Tech Việt Nam,At office,Da Nang,IT Outsourcing,Staffing and Recruiting,151-300,Japan,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Python,DevOps,Cloud,HCL Vietnam Company Limited,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,501-1000,India,Monday - Friday,No OT
2024-08-27 09:21:20.095789,UI-UX,Python,Agile,Simple Tech Investment,At office,Ho Chi Minh,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,ReactJS,HTML5,JavaScript,VIETCAP SECURITIES JOINT STOCK COMPANY,At office,Ho Chi Minh,Non-IT,Financial Services,301-500,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Java,Spring,NoSQL,VIETCAP SECURITIES JOINT STOCK COMPANY,At office,Ho Chi Minh,Non-IT,Financial Services,301-500,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,SQL,Python,Data Analyst,"METANET VINA CO., LTD",At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Python,Database,Java,Tyme,At office,Ho Chi Minh,IT Product,Banking,301-500,Singapore,Monday - Friday,No OT
2024-08-27 09:21:20.095789,JavaScript,ReactJS,VueJS,LINE Vietnam,Hybrid,Ho Chi Minh,IT Product,Telecommunication,151-300,South Korea,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Bridge Engineer,Japanese,AWS,Neos Việt Nam,At office,Ha Noi,IT Outsourcing,IT Services and IT Consulting,1-50,Japan,Monday - Friday,
2024-08-27 09:21:20.095789,AWS,Cloud,NULL,Tyme,Hybrid,Ho Chi Minh,IT Product,Banking,301-500,Singapore,Monday - Friday,No OT
2024-08-27 09:21:20.095789,iOS,React Native,Swift,Neos Việt Nam,At office,Ha Noi,IT Outsourcing,IT Services and IT Consulting,1-50,Japan,Monday - Friday,
2024-08-27 09:21:20.095789,iOS,React Native,Swift,Bitcoin Builders,At office,Ho Chi Minh,IT Outsourcing,IT Services and IT Consulting,1-50,Japan,Monday - Friday,
2024-08-27 09:21:20.095789,iOS,React Native,Swift,Confluence Vietnam (HCMC),At office,Ho Chi Minh,IT Outsourcing,IT Services and IT Consulting,1-50,Japan,Monday - Friday,
2024-08-27 09:21:20.095789,PHP,AWS,Laravel,Collaboration Betters The World - B.O.T,Hybrid,Ho Chi Minh,IT Product,IT Services and IT Consulting,1000+,Belgium,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Python,Manager,Data Analyst,Simple Tech Investment,At office,Ho Chi Minh,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,PostgreSql,Database,System Admin,Motorola Solutions,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1000+,United States,Monday - Friday,Extra salary for OT
2024-08-27 09:21:20.095789,iOS,Swift,Objective C,SanAn Corporation,At office,Ha Noi,IT Product,Education and Training,51-150,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,C++,Python,C#,Koh Young Technology Inc,At office,Ha Noi,IT Product,Software Development Outsourcing,501-1000,South Korea,Monday - Friday,No OT
2024-08-27 09:21:20.095789,NodeJS,TypeScript,ReactJS,ICD Vietnam,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Japan,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Business Analyst,Agile,English,SmartOSC,At office,Ha Noi,IT Outsourcing,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,Extra salary for OT
2024-08-27 09:21:20.095789,ReactJS,English,Angular,Skedulo Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Australia,Monday - Friday,No OT
2024-08-27 09:21:20.095789,QA QC,Tester,Automation Test,Ringkas,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,51-150,Indonesia,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Python,SQL,Golang,Reforged Labs,Remote,Ho Chi Minh,IT Product,Game,1-50,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,MySQL,Python,English,Timo,At office,Ho Chi Minh,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,AWS,Presale,Solution Architect,ECV TECHNOLOGY COMPANY LIMITED,At office,Ho Chi Minh,IT Service and IT Consulting,"AI, Blockchain and Deep Tech Services",501-1000,Taiwan,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Java,ReactJS,NULL,LG CNS Việt Nam,At office,Ha Noi,IT Product,Manufacturing and Engineering,151-300,Vietnam,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Automation Test,QA QC,Java,Unifiedpost,Hybrid,Ho Chi Minh,IT Product,Financial Services,51-150,Belgium,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Java,NodeJS,ReactJS,FWD VTC,Hybrid,Ho Chi Minh,IT Service and IT Consulting,Software Products and Web Services,51-150,Hong Kong,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Security,AWS,Azure,FWD VTC,Hybrid,Ho Chi Minh,IT Service and IT Consulting,Software Products and Web Services,51-150,Hong Kong,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Database,Oracle,Cloud,FWD VTC,Hybrid,Ho Chi Minh,IT Service and IT Consulting,Software Products and Web Services,51-150,Hong Kong,Monday - Friday,No OT
2024-08-26 09:21:20.095789,QA QC,Tester,Automation Test,FWD VTC,Hybrid,Ho Chi Minh,IT Service and IT Consulting,Software Products and Web Services,51-150,Hong Kong,Monday - Friday,No OT
2024-08-26 09:21:20.095789,System Engineer,Cloud,NULL,FWD VTC,Hybrid,Ho Chi Minh,IT Service and IT Consulting,Software Products and Web Services,51-150,Hong Kong,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Azure,Manager,Cloud,FWD VTC,Hybrid,Ho Chi Minh,IT Service and IT Consulting,Software Products and Web Services,51-150,Hong Kong,Monday - Friday,No OT
2024-08-26 09:21:20.095789,IT Support,Cloud,Linux,FWD VTC,Hybrid,Ho Chi Minh,IT Service and IT Consulting,Software Products and Web Services,51-150,Hong Kong,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Embedded,C++,Linux,Viettel Group,At office,Ha Noi,IT Product,Telecommunication,1000+,Vietnam,Monday - Friday,
2024-08-26 09:21:20.095789,ReactJS,.NET,NULL,Capgemini Vietnam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Salesforce,Cloud,NULL,Capgemini Vietnam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France,Monday - Friday,No OT
2024-08-26 09:21:20.095789,UI-UX,Agile,NULL,ICHIBA,At office,Ha Noi,IT Product,Software Products and Web Services,151-300,Vietnam,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Azure,Python,DevOps,Optimizely,At office,Ha Noi,IT Product,IT Services and IT Consulting,151-300,United States,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Java,Spring,Azure,Wata,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Azure,Data Analyst,NULL,Renesas Design Vietnam,Hybrid,Ho Chi Minh,IT Product,IT Hardware and Computing,1000+,Japan,Monday - Friday,Extra salary for OT
2024-08-26 09:21:20.095789,NodeJS,MySQL,MongoDB,Saigon Technology,Hybrid,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-08-26 09:21:20.095789,DevOps,AWS,Azure,Saigon Technology,Hybrid,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-08-25 09:21:20.095789,React Native,JavaScript,PHP,TecAlliance Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Germany,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Azure,Data Analyst,NULL,Renesas Design Vietnam,Hybrid,Ho Chi Minh,IT Product,IT Hardware and Computing,1000+,Japan,Monday - Friday,Extra salary for OT
2024-08-26 09:21:20.095789,NodeJS,MySQL,MongoDB,Saigon Technology,Hybrid,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-08-26 09:21:20.095789,DevOps,AWS,Azure,Saigon Technology,Hybrid,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-08-25 09:21:20.095789,React Native,JavaScript,PHP,TecAlliance Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Germany,Monday - Friday,No OT
2024-08-25 09:21:20.095789,PHP,Wordpress,Laravel,Saritasa,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,United States,Monday - Friday,Extra salary for OT
2024-08-24 09:21:20.095789,Python,Database,Cloud,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,UI-UX,English,Designer,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Solution Architect,Software Architect,Java,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Tester,Team Leader,Automation Test,Visily,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Product Manager,UI-UX,Product Owner,Visily,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Games,QA QC,Tester,Aviron,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Canada,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Java,AWS,NoSQL,GEM Corporation,At office,Ha Noi,IT Outsourcing,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Business Analyst,Agile,NULL,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-08-24 09:21:20.095789,Business Analyst,Agile,Product Owner,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-08-24 09:21:20.095789,JavaScript,MVC,C++,Daoukiwoom Innovation,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,51-150,South Korea,Monday - Friday,No OT
2024-08-24 09:21:20.095789,NodeJS,JavaScript,PHP,Floware,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,United States,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Java,Spring,NULL,SHINHAN DS,At office,Ho Chi Minh,IT Outsourcing,Banking,51-150,South Korea,Monday - Friday,Extra salary for OT
2024-08-24 09:21:20.095789,Manager,Project Manager,NULL,SHINHAN DS,At office,Ho Chi Minh,IT Outsourcing,Banking,51-150,South Korea,Monday - Friday,Extra salary for OT
2024-08-24 09:21:20.095789,C++,Python,Java,what3words,At office,Ho Chi Minh,IT Product,Software Products and Web Services,151-300,United Kingdom,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Tester,J2EE,Automation Test,Endava Việt Nam,Hybrid,Ho Chi Minh - Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom,Monday - Friday,No OT
2024-08-24 09:21:20.095789,.NET,Team Leader,Angular,Endava Việt Nam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Embedded C,Python,Tester,Bosch Global Software Technologies Company Limited,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1000+,Germany,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Manager,Japanese,Project Manager,NEC Vietnam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan,Monday - Friday,Extra salary for OT
2024-08-24 09:21:20.095789,Bridge Engineer,Japanese,Project Manager,NEC Vietnam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan,Monday - Friday,Extra salary for OT
2024-08-24 09:21:20.095789,ReactJS,Flutter,Angular,NEC Vietnam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan,Monday - Friday,Extra salary for OT
2024-08-24 09:21:20.095789,Database,Python,Data Analyst,Deliveree On-Demand Logistics,At office,Ho Chi Minh,IT Product,"Transportation, Logistics and Warehouse",51-150,Singapore,Monday - Friday,
2024-08-24 09:21:20.095789,Project Manager,Japanese,Bridge Engineer,NEC Vietnam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan,Monday - Friday,Extra salary for OT
2024-08-24 09:21:20.095789,Tester,PostgreSql,NULL,Seven System Vietnam,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,301-500,Vietnam,Monday - Friday,
2024-08-24 09:21:20.095789,C#,.NET,ReactJS,WebMD Health Services,At office,Ho Chi Minh,IT Product,Healthcare,301-500,United States,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Java,SQL,Spring,Goline Corporation,At office,Ha Noi,IT Product,N/A,51-150,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Python,Database,Django,TotallyAwesome,Hybrid,Ho Chi Minh,IT Product,"Media, Advertising and Entertainment",51-150,Singapore,Monday - Friday,No OT
2024-08-24 09:21:20.095789,.NET,Embedded,C#,Koidra Tech,At office,Ho Chi Minh,IT Product,Environment,1-50,United States,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Product Manager,English,Product Owner,Nimble,Hybrid,Ho Chi Minh - Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Thailand,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Automation Test,JavaScript,QA QC,NFQ Asia,Hybrid,Da Nang - Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,301-500,Germany,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Java,DevOps,Cloud,Trinity Technology,At office,Ha Noi,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,QA QC,Tester,NULL,"Global Vertical Innovations, LLC",Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Ruby,PHP,Java,RAKSUL Vietnam,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Japan,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Business Analyst,English,Tester,Vietnam International Bank (VIB),At office,Ha Noi,IT Product,Banking,1000+,Vietnam,Monday - Friday,
2024-08-24 09:21:20.095789,DevOps,Oracle,Linux,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-08-24 09:21:20.095789,Java,Python,Cloud,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-08-23 09:21:20.095789,Python,Agile,Database,KBTG Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,151-300,Thailand,Monday - Friday,No OT
2024-08-23 09:21:20.095789,PHP,JavaScript,VueJS,NFQ Asia,Hybrid,Ho Chi Minh - Da Nang - Ha Noi,IT Outsourcing,Software Development Outsourcing,301-500,Germany,Monday - Friday,No OT
2024-08-23 09:21:20.095789,QA QC,Tester,NULL,Rakus Vietnam Company,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Japan,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Java,System Engineer,ReactJS,PVcomBank,At office,Ha Noi,IT Product,Financial Services,301-500,Vietnam,Monday - Friday,
2024-08-23 09:21:20.095789,UI-UX,Agile,Designer,FireGroup,At office,Ho Chi Minh,IT Product,E-commerce,151-300,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Java,Ruby on Rails,Golang,RAKSUL Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Japan,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Tester,English,QA QC,Precio Fishbone Vietnam,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Sweden,Monday - Friday,No OT
2024-08-23 09:21:20.095789,DevOps,Database,AWS,"NEYU Ltd.,",At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,UI-UX,HTML5,CSS,Futurify,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Canada,Monday - Friday,No OT
2024-08-23 09:21:20.095789,System Admin,Linux,NULL,Dai-ichi Life Việt Nam,At office,Ho Chi Minh,Non-IT,Financial Services,1000+,Japan,Monday - Friday,Extra salary for OT
2024-08-23 09:21:20.095789,Java,English,NULL,"TPIsoftware Co., Ltd",At office,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Taiwan,Monday - Friday,No OT
2024-08-23 09:21:20.095789,C++,Linux,Networking,Endava Việt Nam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Tester,Networking,Automation Test,OPSWAT Software Vietnam,At office,Ho Chi Minh,IT Product,Cyber Security,151-300,United States,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Python,Computer Vision,NULL,SCS Solutions,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,United States,Monday - Friday,No OT
2024-08-23 09:21:20.095789,DevOps,Cloud,Linux,Hybrid Technologies,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,501-1000,Japan,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Tester,QA QC,Automation Test,Dory Company Limited,At office,Ho Chi Minh,IT Product,Education and Training,1-50,United States,Monday - Friday,No OT
2024-08-23 09:21:20.095789,.NET,SQL,ReactJS,Dory Company Limited,At office,Ho Chi Minh,IT Product,Education and Training,1-50,United States,Monday - Friday,No OT
2024-08-23 09:21:20.095789,PHP,Ruby,NULL,LIFULL Tech Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Japan,Monday - Friday,Extra salary for OT
2024-08-23 09:21:20.095789,Flutter,Android,iOS,VIET A TECHNOLOGIES JSC,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,PHP,MySQL,Laravel,B'CLASS,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,Extra salary for OT
