Posted Date,Main Skill 1,Main Skill 2,Main Skill 3,Company,Workplace,Address,Company Type,Company Industry,Company Size,Country,Working Days,Overtime Policy
2024-08-23 09:21:20.095789,Java,MySQL,NodeJS,B'CLASS,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,Extra salary for OT
2024-08-23 09:21:20.095789,.NET,English,JQuery,Enlab Software,At office,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Manager,Product Manager,Project Manager,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,Ha Noi,IT Product,Financial Services,301-500,Japan,Monday - Friday,No OT
2024-08-22 09:21:20.095789,PHP,Laravel,VueJS,ZIGExN VeNtura,Hybrid,Ho Chi Minh - Da Nang,IT Product,N/A,51-150,Japan,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Golang,Python,Flutter,Sota Tek,Hybrid,Ha Noi - Da Nang,IT Outsourcing,Software Development Outsourcing,1000+,Vietnam,Monday - Friday,Extra salary for OT
2024-08-22 09:21:20.095789,Software Architect,PostgreSql,Java,Zen8Labs,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Software Architect,PostgreSql,Java,Forix,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,JavaScript,HTML5,CSS,VietinBank,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,51-150,United States,Monday - Friday,Extra salary for OT
2024-08-22 09:21:20.095789,Cloud,System Engineer,Security,VietinBank,At office,Ha Noi,IT Product,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Database,AWS,Cloud,Tyme,Hybrid,Ho Chi Minh,IT Product,Banking,301-500,Singapore,Monday - Friday,No OT
2024-08-22 09:21:20.095789,DevOps,AWS,Cloud,Tyme,Hybrid,Ho Chi Minh,IT Product,Banking,301-500,Singapore,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Java,DevOps,Team Leader,Viettel Software Services (A Member of Viettel Group),At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,
2024-08-22 09:21:20.095789,Business Analyst,SQL,ERP,Lac Viet Computing Corporation,At office,Ho Chi Minh,IT Product,Software Products and Web Services,301-500,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Linux,JSON,C language,5GenCare Việt Nam,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Hong Kong,Monday - Friday,No OT
2024-08-22 09:21:20.095789,AWS,English,DevOps,ekino Vietnam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,France,Monday - Friday,Extra salary for OT
2024-08-22 09:21:20.095789,Java,SQL,English,Ant International,At office,Ho Chi Minh,IT Product,E-commerce,1-50,Singapore,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Java,QA QC,Automation Test,Ant International,At office,Ho Chi Minh,IT Product,E-commerce,1-50,Singapore,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Java,Swift,Kotlin,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,Ha Noi,IT Product,IT Hardware and Computing,51-150,Japan,Monday - Friday,Extra salary for OT
2024-08-22 09:21:20.095789,PQA,QA QC,NULL,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-08-22 09:21:20.095789,C#,JavaScript,Java,Thoughtworks Vietnam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States,Monday - Friday,No OT
2024-08-22 09:21:20.095789,C#,English,Team Leader,Thoughtworks Vietnam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Golang,MySQL,PostgreSql,VNEXT SOFTWARE,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,301-500,Japan,Monday - Friday,
2024-08-21 09:21:20.095789,Java,C#,Golang,YOONG,Hybrid,Ho Chi Minh,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,Extra salary for OT
2024-08-21 09:21:20.095789,Golang,C#,Java,YOONG,Hybrid,Ho Chi Minh,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,Extra salary for OT
2024-08-21 09:21:20.095789,Business Analyst,Database,SQL,Viettel Software Services (A Member of Viettel Group),At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,
2024-08-21 09:21:20.095789,C#,DevOps,Java,Thoughtworks Vietnam,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United States,Monday - Friday,No OT
2024-08-21 09:21:20.095789,JavaScript,AngularJS,VueJS,OnePay,At office,Ha Noi,IT Product,Financial Services,51-150,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Automation Test,QA QC,Tester,OnePay,At office,Ha Noi,IT Product,Financial Services,51-150,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,.NET,SQL,C#,Topicus Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Netherlands,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Android,C++,Linux,Bosch Global Software Technologies Company Limited,At office,Ha Noi - Ho Chi Minh,IT Product,IT Services and IT Consulting,1000+,Germany,Monday - Friday,No OT
2024-08-21 09:21:20.095789,C++,Linux,Networking,Bosch Global Software Technologies Company Limited,At office,Ho Chi Minh - Ha Noi,IT Product,IT Services and IT Consulting,1000+,Germany,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Embedded C,C++,Linux,Bosch Global Software Technologies Company Limited,At office,Ha Noi - Ho Chi Minh,IT Product,IT Services and IT Consulting,1000+,Germany,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Product Manager,Product Owner,NULL,Hasaki,Hybrid,Ho Chi Minh,Non-IT,Retail and Wholesale,1000+,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,DevOps,Cloud,Azure,HRS Group,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Germany,Monday - Friday,No OT
2024-08-21 09:21:20.095789,QA QC,Tester,Automation Test,DNSE,At office,Ha Noi,IT Product,Financial Services,151-300,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Business Analyst,SQL,English,ELCA,Hybrid,Ho Chi Minh,IT Service and IT Consulting,N/A,301-500,Switzerland,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Security,Python,C#,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Business Analyst,Agile,Product Owner,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,ReactJS,JavaScript,Team Leader,BioTuring,At office,Ho Chi Minh,IT Product,Pharmaceuticals,51-150,United States,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Data Analyst,English,NULL,GEM Corporation,At office,Ha Noi,IT Outsourcing,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Java,Spring,Angular,ATA-IT Limited,At office,Others,IT Service and IT Consulting,N/A,151-300,Thailand,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Python,SQL,English,Home Credit Vietnam,At office,Ho Chi Minh,IT Product,Financial Services,1000+,Czechia,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Java,OOP,English,Topicus Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Netherlands,Monday - Friday,No OT
2024-08-21 09:21:20.095789,iOS,UI-UX,Swift,Saigon Technology,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-08-21 09:21:20.095789,Python,SQL,Django,RECURVE,At office,Ho Chi Minh,IT Product,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Java,Agile,Scrum,"Esoft Vietnam., Ltd",At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,501-1000,Vietnam,Monday - Friday,
2024-08-21 09:21:20.095789,UI-UX,Computer Vision,NULL,Công ty Cổ phần Chứng khoán KIS Việt Nam,At office,Ho Chi Minh,IT Product,Financial Services,151-300,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,React Native,JavaScript,NULL,Buymed,At office,Ho Chi Minh,IT Product,Healthcare,501-1000,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Automation Test,Python,QA QC,RECURVE,Hybrid,Ho Chi Minh,IT Product,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Python,C++,C language,Aimesoft,At office,Ha Noi,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam,Monday - Friday,
2024-08-20 09:21:20.095789,Java,NodeJS,ReactJS,Nitori Digital Base Vietnam,At office,Ha Noi,IT Product,Software Products and Web Services,1-50,Japan,Monday - Friday,No OT
2024-08-20 09:21:20.095789,SQL,Agile,English,Live Payments,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Australia,Monday - Friday,No OT
2024-08-20 09:21:20.095789,NodeJS,PHP,Laravel,Offspring Digital Viet Nam,At office,Ha Noi,IT Outsourcing,Software Products and Web Services,1-50,Australia,Monday - Friday,No OT
2024-08-20 09:21:20.095789,UI-UX,Designer,NULL,Samsung Electronics HCMC CE Complex,At office,Ho Chi Minh,IT Product,IT Hardware and Computing,1000+,South Korea,Monday - Friday,Extra salary for OT
2024-08-20 09:21:20.095789,Product Owner,Product Manager,Business Analyst,Onpoint,At office,Ho Chi Minh,IT Product,E-commerce,301-500,Vietnam,Monday - Friday,Extra days off for OT
2024-08-20 09:21:20.095789,SQL,Database,System Admin,NFQ Asia,Hybrid,Ho Chi Minh - Da Nang - Ha Noi,IT Outsourcing,Software Development Outsourcing,301-500,Germany,Monday - Friday,No OT
2024-08-20 09:21:20.095789,.NET,C#,Java,Netcompany,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Denmark,Monday - Friday,
2024-08-20 09:21:20.095789,Business Analyst,Data Analyst,NULL,Viettel Group,At office,Ha Noi,IT Product,Telecommunication,1000+,Vietnam,Monday - Friday,
2024-08-18 09:21:20.095789,React Native,JavaScript,TypeScript,ABC Software Solution Ltd.,Hybrid,Ho Chi Minh - Others,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-18 09:21:20.095789,React Native,JavaScript,TypeScript,ABC Software Solution Ltd.,Hybrid,Ho Chi Minh - Others,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,PHP,Laravel,VueJS,ERA Realty Network,At office,Ho Chi Minh,IT Product,"Real Estate, Property and Construction",51-150,Singapore,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Java,JavaScript,.NET,Vietbank,At office,Ho Chi Minh,IT Outsourcing,Banking,51-150,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Java,MySQL,Spring,The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,At office,Ho Chi Minh,IT Service and IT Consulting,Software Products and Web Services,51-150,Singapore,Monday - Friday,No OT
2024-08-17 09:21:20.095789,JavaScript,NodeJS,TypeScript,SMG Swiss Marketplace Group,Remote,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Switzerland,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Project Manager,Agile,Embedded,Bosch Global Software Technologies Company Limited,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1000+,Germany,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Python,Database,SQL,Epsilo,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Singapore,Monday - Friday,No OT
2024-08-17 09:21:20.095789,C#,.NET,Angular,Collaboration Betters The World - B.O.T,Hybrid,Ho Chi Minh,IT Product,IT Services and IT Consulting,1000+,Belgium,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Tester,QA QC,NULL,BIM Group,At office,Ha Noi,IT Product,"Real Estate, Property and Construction",1000+,Vietnam,Monday - Saturday,No OT
2024-08-17 09:21:20.095789,VueJS,JavaScript,ReactJS,Saigon Technology,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-08-17 09:21:20.095789,Java,Spring,NULL,LINE Vietnam,Hybrid,Ho Chi Minh,IT Product,Telecommunication,151-300,South Korea,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Python,AWS,Java,Futurify,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Canada,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Project Manager,DevOps,Cloud,Công ty TNHH Web Synergies VN,Remote,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,NodeJS,SQL,JavaScript,HDS Services Vietnam,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,51-150,Germany,Monday - Friday,No OT
2024-08-17 09:21:20.095789,JavaScript,HTML5,CSS,HDS Services Vietnam,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,51-150,Germany,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Data Analyst,SQL,Oracle,Confluence Vietnam (HCMC),At office,Ho Chi Minh,IT Product,Software Development Outsourcing,1-50,United States,Monday - Friday,No OT
2024-08-17 09:21:20.095789,JavaScript,MySQL,NodeJS,SanAn Corporation,At office,Ha Noi,IT Product,Education and Training,51-150,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,PHP,SQL,JavaScript,DIAG,At office,Ho Chi Minh,Non-IT,Healthcare,301-500,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,iOS,Swift,Objective C,MAPLE LABS,At office,Ho Chi Minh,IT Product,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,.NET,SQL,C#,SHARPENSOLS,At office,Ho Chi Minh,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,System Engineer,English,Cloud,SkyLab,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Singapore,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Automation Test,QA QC,Tester,YOONG,Hybrid,Ho Chi Minh,IT Outsourcing,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,Extra salary for OT
2024-08-16 09:21:20.095789,Product Designer,UI-UX,Team Leader,VUS,At office,Ho Chi Minh,IT Product,Education and Training,1000+,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Python,Computer Vision,NULL,Qualgo Technologies,At office,Ho Chi Minh,IT Product,Cyber Security,151-300,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,ASP.NET,English,C#,VCTECK,Remote,Ho Chi Minh - Ha Noi,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Java,English,Spring,Saigon Technology,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-08-16 09:21:20.095789,Android,iOS,Swift,Vietnam International Bank (VIB),At office,Ho Chi Minh,IT Product,Banking,1000+,Vietnam,Monday - Friday,
2024-08-16 09:21:20.095789,ReactJS,CSS,JavaScript,ICHIBA,At office,Ha Noi,IT Product,Software Products and Web Services,151-300,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,NodeJS,MySQL,NULL,Hasaki,At office,Ho Chi Minh,Non-IT,Retail and Wholesale,1000+,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,PHP,Laravel,NULL,Hasaki,At office,Ho Chi Minh,Non-IT,Retail and Wholesale,1000+,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Manager,C++,NodeJS,Ewoosoft Vietnam,At office,Ha Noi,IT Product,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,JavaScript,Solidity,ReactJS,CAGA Crypto,Remote,Ho Chi Minh - Ha Noi - Da Nang,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Singapore,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Blockchain,C++,Golang,CAGA Crypto,Remote,Ho Chi Minh - Ha Noi - Da Nang,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Singapore,Monday - Friday,No OT
2024-08-16 09:21:20.095789,.NET,English,ReactJS,Restaff – House Of Norway,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,151-300,Norway,Monday - Friday,No OT
2024-08-16 09:21:20.095789,JavaScript,English,VueJS,NFQ Asia,At office,Ho Chi Minh - Ha Noi - Da Nang,IT Outsourcing,Software Development Outsourcing,301-500,Germany,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Business Analyst,System Engineer,ERP,MiTek Viet Nam,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1000+,United States,Monday - Friday,No OT
2024-08-16 09:21:20.095789,.NET,Azure,ReactJS,Aperia Solutions Vietnam Co Ltd,Hybrid,Ho Chi Minh - Da Nang,IT Product,Software Products and Web Services,151-300,United States,Monday - Friday,No OT
2024-08-16 09:21:20.095789,VueJS,Agile,ReactJS,SHARPENSOLS,At office,Ho Chi Minh,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Tester,QA QC,NULL,Intratech Corp,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Unity,UI-UX,C#,Intratech Corp,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,South Korea,Monday - Friday,No OT
2024-08-16 09:21:20.095789,JavaScript,NodeJS,AWS,Bookshare,At office,Da Nang,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Java,JavaScript,Spring,"CJ OLIVENETWORKS VINA CO., LTD",At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,South Korea,Monday - Friday,No OT
2024-08-16 09:21:20.095789,QA QC,English,Tester,Skedulo Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Australia,Monday - Friday,No OT
2024-08-16 09:21:20.095789,PHP,HTML5,JavaScript,Vision Vietnam,At office,Ha Noi,IT Product,IT Services and IT Consulting,1-50,Japan,Monday - Friday,Extra salary for OT
2024-08-16 09:21:20.095789,PHP,Laravel,VueJS,Intrepid Group Asia,Hybrid,Ho Chi Minh,IT Product,E-commerce,51-150,Singapore,Monday - Friday,Extra salary for OT
2024-08-29 16:21:20.095789,React Native,UI-UX,English,Arbin Instruments,At office,Ho Chi Minh,IT Product,Manufacturing and Engineering,151-300,United States,Monday - Friday,No OT
2024-08-29 16:21:20.095789,HTML5,CSS,JavaScript,Faraday Technology Vietnam,At office,Ho Chi Minh,IT Product,IT Hardware and Computing,301-500,Vietnam,Monday - Friday,No OT
2024-08-29 14:21:20.095789,Japanese,QA QC,Tester,Minma Vietnam,At office,Ha Noi,IT Product,E-commerce,1-50,Japan,Monday - Friday,No OT
2024-08-29 11:21:20.095789,Product Owner,UI-UX,Business Analyst,M_Service (MoMo),At office,Ho Chi Minh,IT Product,Financial Services,1000+,Vietnam,Monday - Friday,Extra days off for OT
2024-08-29 11:21:20.095789,React Native,Android,iOS,DEVCHANGERS,At office,Ho Chi Minh,IT Product,Game,1-50,South Korea,Monday - Friday,No OT
2024-08-29 09:21:20.095789,Business Analyst,Solution Architect,NULL,Relationshop Inc.,At office,Ho Chi Minh,IT Product,Software Products and Web Services,151-300,United States,Monday - Friday,No OT
2024-08-29 09:21:20.095789,Angular,SQL,.NET,AVNON,At office,Ho Chi Minh,IT Service and IT Consulting,Cyber Security,1-50,Singapore,Monday - Friday,No OT
2024-08-29 09:21:20.095789,Data Analyst,Games,Business Analyst,Lihuhu Pte. Ltd.,Hybrid,Ho Chi Minh,IT Product,Game,1-50,Vietnam,Monday - Friday,No OT
2024-08-29 09:21:20.095789,MySQL,English,NULL,Eastplayers,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-28 09:21:20.095789,Security,Networking,NULL,Ngân hàng TMCP Lộc Phát Việt Nam LPBank,At office,Ha Noi,IT Product,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-28 09:21:20.095789,ReactJS,JavaScript,English,Trustify Technology,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,PHP,MySQL,ReactJS,Elliot Company Limited,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,Extra salary for OT
2024-08-27 09:21:20.095789,English,Database,Wordpress,South East Asia Development Company | Seadev,At office,Da Nang,IT Product,Software Products and Web Services,1-50,United States,Monday - Friday,No OT
2024-08-27 09:21:20.095789,QA QC,Tester,Automation Test,M_Service (MoMo),At office,Ho Chi Minh,IT Product,Financial Services,1000+,Vietnam,Monday - Friday,Extra days off for OT
2024-08-27 09:21:20.095789,TypeScript,NodeJS,Manager,Cybership,Hybrid,Ho Chi Minh,IT Product,"Transportation, Logistics and Warehouse",1-50,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,ReactJS,HTML5,JavaScript,Next Chain Tech,At office,Ho Chi Minh,IT Outsourcing,"AI, Blockchain and Deep Tech Services",1-50,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,Laravel,PHP,DevOps,Công ty Cổ phần Trendi AI,At office,Ho Chi Minh,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam,Monday - Friday,No OT
2024-08-27 09:21:20.095789,.NET,MVC,ASP.NET,TechVSI,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-08-26 09:21:20.095789,DevOps,AWS,Cloud,Cinnamon AI Labs,At office,Ho Chi Minh,IT Product,"AI, Blockchain and Deep Tech Services",151-300,Japan,Monday - Friday,Extra salary for OT
2024-08-26 09:21:20.095789,JavaScript,TypeScript,ReactJS,Cinnamon AI Labs,At office,Ha Noi - Ho Chi Minh,IT Product,"AI, Blockchain and Deep Tech Services",151-300,Japan,Monday - Friday,Extra salary for OT
2024-08-26 09:21:20.095789,OOP,Python,Django,Cinnamon AI Labs,At office,Ha Noi - Ho Chi Minh,IT Product,"AI, Blockchain and Deep Tech Services",151-300,Japan,Monday - Friday,Extra salary for OT
2024-08-26 09:21:20.095789,PHP,MySQL,HTML5,CÔNG TY PHẦN MỀM QUASOFT,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-26 09:21:20.095789,Flutter,Agile,Dart,Công ty Cổ phần Giải pháp NETKO,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-25 09:21:20.095789,Solution Architect,Agile,Database,FPT Software,At office,Ha Noi - Ho Chi Minh - Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,Extra salary for OT
2024-08-25 09:21:20.095789,Solution Architect,SQL,Java,FPT Software,At office,Ha Noi - Ho Chi Minh - Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,Extra salary for OT
2024-08-25 09:21:20.095789,Security,System Engineer,English,BIDV Securities Company (BSC),At office,Ha Noi,IT Product,Financial Services,151-300,Vietnam,Monday - Friday,No OT
2024-08-25 09:21:20.095789,Python,C++,C language,BIDV Securities Company (BSC),At office,Ha Noi,IT Product,Financial Services,151-300,Vietnam,Monday - Friday,No OT
2024-08-25 09:21:20.095789,C++,MySQL,C language,Công ty TNHH Thankslab Việt Nam,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Japan,Monday - Friday,No OT
2024-08-25 09:21:20.095789,Games,Unity,English,Goodia Việt Nam,Remote,Ho Chi Minh,IT Product,Game,1-50,Japan,Monday - Friday,No OT
2024-08-25 09:21:20.095789,Project Manager,Japanese,Bridge Engineer,Hybrid Technologies,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,501-1000,Japan,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Solution Architect,DevOps,Cloud,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-08-24 09:21:20.095789,React Native,Android,iOS,CÔNG TY CỔ PHẦN CÔNG NGHỆ ICI,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,TypeScript,JavaScript,ReactJS,Cybership,Remote,Ho Chi Minh,IT Product,"Transportation, Logistics and Warehouse",1-50,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Python,C#,Java,Công Ty Công Nghệ BKAPEMA,At office,Others - Ha Noi,Non-IT,Manufacturing and Engineering,1-50,Vietnam,Monday - Saturday,No OT
2024-08-24 09:21:20.095789,NodeJS,ReactJS,VueJS,Robust Tech House,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Singapore,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Product Manager,UI-UX,Product Owner,Visily,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,JavaScript,HTML5,CSS,Coder Trove,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Australia,Monday - Friday,No OT
2024-08-24 09:21:20.095789,DevOps,Agile,Java,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Automation Test,Java,NULL,Capgemini Vietnam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Business Analyst,Tester,NULL,Keystack Labs,At office,Da Nang,IT Product,Software Products and Web Services,1-50,Australia,Monday - Friday,No OT
2024-08-24 09:21:20.095789,UI-UX,Designer,NULL,Keystack Labs,At office,Da Nang,IT Product,Software Products and Web Services,1-50,Australia,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Python,Data Analyst,Java,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,C#,JavaScript,Angular,iDeaLogic,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,Netherlands,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Software Architect,.NET,Java,VNG Corporation,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1000+,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Database,Agile,NULL,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),At office,Ha Noi,IT Product,Banking,1000+,Vietnam,Monday - Friday,
