Title,Skill 1,Skill 2,Skill 3,Skill 4,Company,Address 1,Address 2,Post date,Salary
Lập Trình Viên Java (Dự Án Banking),Java,,,,IMT SOLUTIONS CORP,Hồ Chí Minh: Tân Bình,,Đăng 2 ngày trước,Thoả thuận
Fullstack Developer (Dự Án Banking),,,,,CÔNG TY CỔ PHẦN A&B GREEN GLAMPING GLOBAL GROUP,Kiên Giang: Phú Quốc,,Đăng 2 ngày trước,Thoả thuận
Fullstack Developer (Java - Angular),Angular,Java,,,CÔNG TY TNHH PHẦN MỀM BIWOCO,Cần Thơ: Cái Răng,Hồ Chí Minh,Đăng 2 ngày trước,Thoả thuận
Data Engineer,Data,,,,Công ty Cổ phần Đầu tư và Giải pháp VietIS,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,50 - 70 triệu
Technical Leader (NodeJS/ReactJS),NodeJS,ReactJS,Leader,,LIFESUP,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,15 - 30 triệu
Flutter Developer (Dự Án Banking),Flutter,,,,Công Ty Cổ Phần Đầu Tư Và Phát Triển Công Nghệ Proxglobal,Hà Nội: Thanh Xuân,,Đăng 2 ngày trước,10 - 15 triệu
AI Developer,AI,,,,CELLPHONES,Hồ Chí Minh: Quận 1,,Đăng 2 ngày trước,30 - 38 triệu
IT Manager,Manager,,,,Công ty TNHH Cốc Cốc,Hà Nội: Đống Đa,,Đăng 2 ngày trước,Thoả thuận
Flutter Developer - Lập Trình Viên Flutter,Flutter,,,,NetNam Corp,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,20 - 30 triệu
BrSE/PM Tiếng Nhật,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ ICEO,Hà Nội: Hà Đông,,Đăng 2 ngày trước,12 - 18 triệu
Python Odoo,Python,,,,Trung Tâm Internet Việt Nam,Hà Nội: Cầu Giấy,Đà Nẵng: Sơn Trà,Đăng 2 ngày trước,7 - 13 triệu
Fresher/Junior Quản Trị Dự Án Mobile App,Mobile,,,,SonatGame Studio,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,"Tới 1,000 USD"
Senior/ Leader Tester,Tester,Leader,,,SonatGame Studio,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Tới 15 triệu
Data Analyst,Data Analyst,Data,,,Công ty Cổ phần Tin học - Viễn thông Hàng không,Hà Nội: Long Biên,,Đăng 2 ngày trước,Tới 15 triệu
Network Engineer - Kỹ Sư Quản Trị Mạng,,,,,Tập đoàn FPT,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,20 - 45 triệu
Business Analyst,Business Analyst,,,,Công ty cổ phần Widogame,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,8 - 12 triệu
Kỹ Thuật Viên Khai Thác,AI,,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Tới 35 triệu
Front-End Developer (Junior Up),,,,,CÔNG TY TNHH GITS,Hà Nội,,Đăng 2 ngày trước,Trên 8 triệu
Tester (Web/App) - Nhân Viên Kiểm Thử,Tester,Web,,,Công ty cổ phần ICORP,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,1.5 - 2.5 triệu
Chuyên Viên An Ninh Thông Tin Và Bảo Mật,,,,,CÔNG TY TNHH EIGHT ONE INTERNATIONAL,Hồ Chí Minh: Quận 10,,Đăng 2 ngày trước,20 - 30 triệu
Lập Trình IOS Developer,iOS,,,,CÔNG TY TNHH EIGHT ONE INTERNATIONAL,Hồ Chí Minh: Quận 10,,Đăng 2 ngày trước,15 - 25 triệu
Cần Thơ & 3 nơi khác,,,,,Công ty Cổ phần Tập đoàn Công nghệ Unicloud (Unicloud Group),Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,Công ty CP Nghiên cứu và phát triển Fabbi,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,Công ty Cổ phần Tập đoàn Tima,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,20 - 25 triệu
Trợ Lý Dự Án,,,,,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,7 - 10 triệu
Front-End Developer (Angular),Angular,,,,Công Ty Cổ Phần VCCorp - SohaGame,Hà Nội: Thanh Xuân,,Đăng 2 ngày trước,Thoả thuận
Sales IT Tiếng Hàn,,,,,Cty TNHH tư vấn Ganeshaid,Hà Nội: Ba Đình,,Đăng 2 ngày trước,Thoả thuận
Chăm Sóc Khách Hàng Ca Tối (Part-Time),,,,,Công ty Cổ phần Giải pháp EnterpriseNao,Hà Nội: Đống Đa,,Đăng 2 ngày trước,14 - 23 triệu
.NET Developer,.NET,,,,Công tyTNHH Công Nghệ Uxper,Nghệ An: TP Vinh,,Đăng 2 ngày trước,10 - 15 triệu
QC Engineer (Manual),,,,,Công tyTNHH Công Nghệ Uxper,Nghệ An: TP Vinh,,Đăng 2 ngày trước,Trên 400 USD
Chuyên Viên DevOps,DevOps,,,,ICETEA LABS,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Tới 15 triệu
".Net Developer (C#,WinForm, ASP.NET)",ASP.NET,C#,.NET,,Công ty TNHH Vietart Food & Beverage,Đà Nẵng: Ngũ Hành Sơn,,Đăng 2 ngày trước,8 - 10 triệu
Lập Trình Viên React Native,React Native,,,,Công ty Cổ Phần Lamer,Hà Nội: Thanh Xuân,,Đăng 2 ngày trước,14 - 25 triệu
IT Support/Helpdesk (IT Tổng Hợp),IT Support,,,,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),Hà Nội: Đống Đa,,Đăng 2 ngày trước,Thoả thuận
Lập Trình PHP,PHP,,,,Công ty cổ phần Công nghệ Windsoft Việt Nam,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Thoả thuận
Fullstack Developer (PHP Laravel + Flutter),Flutter,Laravel,PHP,,CÔNG TY TNHH PUZZLE STUDIO,Hồ Chí Minh: Tân Bình,,Đăng 2 ngày trước,Thoả thuận
Frontend Developer (Angular),Angular,,,,CÔNG TY TNHH PUZZLE STUDIO,Hồ Chí Minh: Tân Bình,,Đăng 2 ngày trước,Thoả thuận
Lập Trình Viên Wordpress,Wordpress,,,,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội: Đống Đa,,Đăng 2 ngày trước,20 - 40 triệu
Nhân Viên Designer (UI/UX),Designer,,,,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội,,Đăng 2 ngày trước,Thoả thuận
Unity Developer (Từ 1 Năm Kinh Nghiệm),Unity,,,,Công ty An ninh mạng Viettel- Chi nhánh Tập đoàn Công nghiệp- Viễn thông quân đội,Hà Nội,,Đăng 2 ngày trước,Thoả thuận
Nhân Viên IT,,,,,Công ty CP Nghiên cứu và phát triển Fabbi,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,25 - 28 triệu
Leader Seo Website,Web,Leader,,,Công ty cổ phần Công nghệ Windsoft Việt Nam,Hồ Chí Minh: Phú Nhuận,,Đăng 2 ngày trước,6 - 8 triệu
Nhân Viên Account Manager,Manager,,,,CÔNG TY TNHH SẢN XUẤT DỊCH VỤ PRIME,Hồ Chí Minh: Quận 1,,Đăng 2 ngày trước,Thoả thuận
Nhân Viên Tester,Tester,,,,Beetechsoft,Hà Nội: Thanh Xuân,,Đăng 2 ngày trước,15 - 30 triệu
Product Analyst,,,,,Công ty Cổ phần Hệ thống Công nghệ ETC,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,25 - 40 triệu
2D Game Artist,Game,,,,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,10 - 15 triệu
Mobile Developer (Flutter),Flutter,Mobile,,,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Hồ Chí Minh: Quận 1,,Đăng 2 ngày trước,Thoả thuận
BrSE - Kỹ Sư Cầu Nối (Non-IT),,,,,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,8 - 13 triệu
Backend Developer,,,,,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,13 - 20 triệu
Tester (Senior),Tester,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ IZI SOFTWARE,Đà Nẵng: Ngũ Hành Sơn,,Đăng 2 ngày trước,Thoả thuận
Chăm Sóc Khách Hàng (Kiêm Quản Lý Thực Tập Sinh),,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ IZI SOFTWARE,Đà Nẵng: Ngũ Hành Sơn,,Đăng 2 ngày trước,Thoả thuận
Senior Account Manger,,,,,CÔNG TY ISIRIUS VINA,Hồ Chí Minh: Quận 7,,Đăng 2 ngày trước,30 - 40 triệu
QA QC/Tester - Từ 2 Năm Kinh Nghiệm - Upto 30 Triệu,QA QC,Tester,,,Công ty TNHH Tổng công ty Công nghệ & Giải pháp CMC,Hồ Chí Minh: Quận 7,,Đăng 2 ngày trước,Thoả thuận
Developer Leader (.NET),.NET,Leader,,,CÔNG TY TNHH DỊCH VỤ VÀ ĐẦU TƯ SONG AN,Hà Nội: Đống Đa,,Đăng 2 ngày trước,10 - 15 triệu
Nhân Viên SEO,,,,,Công ty TNHH Yopaz,Hà Nội: Đống Đa,,Đăng 2 ngày trước,Tới 12 triệu
Cloud Engineer (Hi Gio Cloud & AWS Services),AWS,Cloud,,,Công ty TNHH Yopaz,Hà Nội: Đống Đa,,Đăng 2 ngày trước,Tới 15 triệu
Nhân Viên Tester,Tester,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ NEXDATA,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,12 - 20 triệu
Lập Trình Viên Moblie (Flutter),Flutter,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ NEXDATA,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,10 - 20 triệu
Thực Tập Sinh NodeJS,NodeJS,,,,CÔNG TY CỔ PHẦN ADONE,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,"Tới 1,000 USD"
Thực Tập Sinh Sales Phần Mềm,,,,,CÔNG TY TNHH RU9,Hồ Chí Minh: Thủ Đức,,Đăng 2 ngày trước,Thoả thuận
Full-Stack Developer,,,,,Công ty cổ phần Công nghệ Sapo,Hồ Chí Minh: Quận 11,Hà Nội: Ba Đình,Đăng 2 ngày trước,10 - 50 triệu
Partnership Executive/Business Development,,,,,"TECHVIFY SOFTWARE., JSC",Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,Tới 40 triệu
Nhân Viên Kinh Doanh Dịch Vụ Web Hosting,Web,,,,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Thoả thuận
IT Sales Support Tiếng Nhật N2,,,,,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Thoả thuận
Intern/Fresher Tester Tiếng Nhật N1,Tester,,,,CÔNG TY TNHH MIAGI SOLUTION,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Thoả thuận
Kế Toán Tổng Hợp,,,,,CÔNG TY TNHH CÔNG NGHỆ ALADIN,Hà Nội: Cầu Giấy, Đống Đa,Đăng 2 ngày trước,40 - 60 triệu
System Engineer,System Engineer,,,,Newwave Solutions JSC,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,9 - 15 triệu
2D Game Artist - Từ 02 Năm Kinh Nghiệm,Game,,,,CÔNG TY TNHH VERISERVE VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,Tới 48 triệu
Digital Transformation Assistant,,,,,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀNG CHÂU Á,Hồ Chí Minh: Thủ Đức,,Đăng 2 ngày trước,12 - 15 triệu
Chuyên Viên Hỗ Trợ Giải Pháp Công Nghệ B2B [Hà Nội/ Hồ Chí Minh] - Thu Nhập Upto 50Tr+++,,,,,Công ty TNHH Tap Hospitality Vietnam,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Thoả thuận
Senior NodeJS Developer,NodeJS,,,,Công ty Cổ phần VNEXT SOFTWARE,Đà Nẵng: Thanh Khê,,Đăng 2 ngày trước,Tới 25 triệu
Backend (Java) - Có Kinh Nghiệm Bank T24,Java,,,,Công Ty Cổ Phần Đầu Tư Công Nghệ Hacom,Hà Nội: Cầu Giấy,Hồ Chí Minh: Quận 3,Đăng 2 ngày trước,12 - 14 triệu
Project Management Officer,,,,,Công ty TNHH HDSOFT,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Thoả thuận
Cloud Solution Architect (AWS),AWS,Cloud,Solution Architect,,CÔNG TY TNHH AGEST VIỆT NAM,Đà Nẵng: Hải Châu,,Đăng 2 ngày trước,Thoả thuận
Cần Thơ & 3 nơi khác,,,,,CÔNG TY TNHH AGEST VIỆT NAM,Đà Nẵng: Hải Châu,,Đăng 2 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,CÔNG TY TNHH AGEST VIỆT NAM,Đà Nẵng: Hải Châu,,Đăng 2 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,Công Ty SmartOSC,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,Thoả thuận
Fullstack Developer (PHP),PHP,,,,CHI NHÁNH HÀ NỘI - CÔNG TY CỔ PHẦN BPO MẮT BÃO,Bắc Ninh: Từ Sơn,,Đăng 2 ngày trước,13 - 16 triệu
Junior QC Manual Tester - Từ 1 Năm Kinh Nghiệm,Tester,,,,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,Hà Nội: Hai Bà Trưng,,Đăng 2 ngày trước,15 - 25 triệu
Lập Trình Viên Web (Middle Frontend Developer ),Web,,,,CÔNG TY CỔ PHẦN IKAME VIỆT NAM,Hà Nội: Đống Đa,,Đăng 2 ngày trước,Thoả thuận
Nhân Viên IT,,,,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT TẦM NHÌN,Hồ Chí Minh: Quận 7,,Đăng 2 ngày trước,Thoả thuận
Nhân Viên Kiểm Thử Phần Mềm (Automation/Manual),,,,,Công ty Cổ phần Phát triển Nguồn mở và Dịch Vụ FDS,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Thoả thuận
Tester (Tiếng Nhật),Tester,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ EVOL,Hồ Chí Minh: Quận 7,,Đăng 2 ngày trước,"900 - 2,200 USD"
Nhân Viên Kinh Doanh - Bán Lẻ Tại - Chi Nhánh,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIT,Hà Nội: Cầu Giấy, Nam Từ Liêm,Đăng 2 ngày trước,12 - 25 triệu
BA Fresher.,,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIT,Hà Nội: Cầu Giấy, Nam Từ Liêm,Đăng 2 ngày trước,15 - 35 triệu
IT Comtor (Tiếng Nhật N2 Trở Lên),,,,,CÔNG TY TNHH FOLINAS,Hà Nội: Thanh Xuân,,Đăng 2 ngày trước,8 - 50 triệu
Manual Test Lead (Tiếng Nhật N2 Trở Lên),,,,,Công ty Cổ Phần Công Nghệ Thông Tin và Truyền thông Repu Việt Nam,Hà Nội: Thanh Xuân,,Đăng 2 ngày trước,7 - 12 triệu
Test Engineer Intern (Tiếng Nhật N3 Trở Lên),,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ SANDBOXVN,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,8 - 15 triệu
Fresher Frontend Developer (HTML/CSS/JavaScript),CSS,Java,JavaScript,,CÔNG TY TNHH ĐẦU TƯ VÀ THƯƠNG MẠI THÁI HƯƠNG,Hà Nội: Thanh Xuân,,Đăng 2 ngày trước,10 - 15 triệu
Nhân Viên Hỗ Trợ Kỹ Thuật - IT Helpdesk,,,,,CÔNG TY TNHH GITS,Hà Nội,,Đăng 2 ngày trước,Thoả thuận
Community Management,Unity,,,,FPT Software,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,8 - 16 triệu
Marketing Researcher,,,,,CÔNG TY TNHH THIẾT BỊ THÔNG MINH O-TECH VIỆT NAM,Hồ Chí Minh: Quận 7,,Đăng 2 ngày trước,Thoả thuận
Nhân Viên Kỹ Thuật Triển Khai,AI,,,,Công ty TNHH GrapeCity,Hà Nội: Tây Hồ,,Đăng 2 ngày trước,15 - 30 triệu
Kỹ Sư Hệ Thống (System Admin),System Admin,,,,"CJ OLIVENETWORKS VINA CO., LTD",Hồ Chí Minh: Quận 1,,Đăng 2 ngày trước,Tới 30 triệu
Middle/Senior Mobile Developer,Mobile,,,,Công Ty CP Kỹ Thuật Dịch Vụ Thành Công,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,15 - 20 triệu
Nhân Viên Kiểm Thử Phần Mềm - Manual Test,,,,,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,,Đăng 2 ngày trước,3 - 5 triệu
Lập Trình Viên - Java Developer,Java,,,,BSS Group,Hà Nội,,Đăng 2 ngày trước,Thoả thuận
Nhân Viên Reg ACC,,,,,BSS Group,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,8 - 15 triệu
Chuyên Viên SEO Content,,,,,Công ty Cổ phần Công nghệ Pavana,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,20 - 30 triệu
Nhân Viên Triển Khai Phần Mềm,AI,,,,CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH CÔNG TY CỔ PHẦN THƯƠNG MẠI IMEXCO VIỆT NAM,Hồ Chí Minh: Thủ Đức,,Đăng 2 ngày trước,11 - 14 triệu
Chuyên Viên Quản Trị Và Phát Triển Kênh Social,,,,,Công ty TNHH Digital Innovation,Hồ Chí Minh,,Đăng 2 ngày trước,Trên 15 triệu
Korean IT Comtor,,,,,AMIGO,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,Thoả thuận
"Lập Trình Viên (C/C++, C/Embedded) Talent",C++,Embedded,,,Công ty Cổ phần BPO Mắt Bão,Hồ Chí Minh: Tân Bình,,Đăng 2 ngày trước,Thoả thuận
Graphic Design,,,,,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,17 - 35 triệu
Software Tester (Manual/Automation/QA QC),QA QC,Tester,,,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,15 - 35 triệu
IT Comtor Cum Tester (Korean Speaking),Tester,,,,TỔNG CÔNG TY BƯU ĐIỆN VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,Thoả thuận
Nhân Viên Phân Tích Dữ Liệu/ Data Analyst,Data Analyst,Data,,,CÔNG TY TNHH VERISERVE VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,15 - 47 triệu
UX Writer Intern (Product KiotViet),,,,,CÔNG TY TNHH VERISERVE VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,"800 - 2,000 USD"
Customer Support Collaborator,,,,,CÔNG TY TNHH VERISERVE VIỆT NAM,Hà Nội: Nam Từ Liêm,,Đăng 2 ngày trước,Tới 50 triệu
Customer Success Executive,,,,,CÔNG TY TNHH CÔNG NGHỆ VIHAT,Hồ Chí Minh: Thủ Đức,,Đăng 2 ngày trước,10 - 20 triệu
Kỹ Sư Tester Leader,Tester,Leader,,,CÔNG TY TNHH AMARIS VIỆT NAM,Hồ Chí Minh,,Đăng 2 ngày trước,Thoả thuận
Chuyên Viên Data Analyst,Data Analyst,Data,,,Công ty TNHH Vietsol,Hà Nội: Long Biên,,Đăng 2 ngày trước,Trên 2 triệu
Lập Trình Viên Java Từ 3 Năm Kinh Nghiệm,Java,,,,CÔNG TY TNHH CÚC TÂY TRADING,Đồng Nai: Biên Hoà,,Đăng 2 ngày trước,Thoả thuận
Fresher DevOps - Không Yêu Cầu Kinh Nghiệm,DevOps,,,,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,,Đăng 2 ngày trước,Thoả thuận
"Software Developer - Odoo ERP, Python",ERP,Python,,,Công ty Cổ phần VNEXT SOFTWARE,Đà Nẵng: Thanh Khê,,Đăng 2 ngày trước,15 - 30 triệu
"System Engineer (Server, Virtualization)",System Engineer,,,,Công ty Cổ phần VNEXT SOFTWARE,Hà Nội: Cầu Giấy,,Đăng 2 ngày trước,"Tới 1,300 USD"
"System Engineer (Storage, Backup)",System Engineer,,,,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,,Đăng 2 ngày trước,Thoả thuận
Chuyên Viên Kiểm Thử Phần Mềm,,,,,Công ty TNHH Digital Innovation,Hà Nội: Nam Từ Liêm, Cầu Giấy,Đăng 2 ngày trước,15 - 30 triệu
"Backend Engineer (Python, C#) Thử Việc 120%",C#,Python,,,Công ty Cổ phần phát triển phần mềm Asia,Hà Nội: Đống Đa,,Đăng 2 ngày trước,Thoả thuận
Lập Trình Viên Automotive (Automotive Engineering),,,,,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,,Đăng 3 ngày trước,20 - 35 triệu
Kỹ Sư Vận Hành Và Phát Triển (Devops Engineer),DevOps,,,,CÔNG TY CỔ PHẦN LIFETEX,Hà Nội: Nam Từ Liêm,,Đăng 3 ngày trước,Thoả thuận
Nhân Viên IT Vận Hành Hệ Thống,,,,,CÔNG TY TNHH DIGI-TEXX,Hồ Chí Minh: Quận 12,,Đăng 3 ngày trước,Thoả thuận
D365FO Technical Consultant (Junior),,,,,CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,Hà Nội: Nam Từ Liêm,,Đăng 3 ngày trước,"1,000 - 3,000 USD"
Automotive Cyber Security Engineer Internship,Security,,,,CÔNG TY CỔ PHẦN CÔNG NGHỆ MIDEAS,Toàn Quốc,,Đăng 3 ngày trước,7 - 15 triệu
Nhân Viên Dữ Liệu Kho - Warehouse Data Staff,Data,,,,CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,Hà Nội: Nam Từ Liêm,,Đăng 3 ngày trước,"1,000 - 3,000 USD"
Chuyên Viên Cao Cấp Phân Tích Lương Kinh Doanh,,,,,Công ty TNHH Lửa Á Châu,Hồ Chí Minh: Phú Nhuận,,Đăng 3 ngày trước,Thoả thuận
Sales IT Tiếng Nhật,,,,,Công ty CP Phần mềm MOR,Hồ Chí Minh: Tân Bình,,Đăng 3 ngày trước,Tới 40 triệu
Cần Thơ & 3 nơi khác,,,,,Công Ty Cổ Phần Công Nghiệp Weldcom,Hà Nội: Long Biên,,Đăng 3 ngày trước,15 - 30 triệu
Hồ Chí Minh,,,,,Unit Corp,Hồ Chí Minh: Quận 3,,Đăng 3 ngày trước,Thoả thuận
Hồ Chí Minh,,,,,Nichietsu,Hồ Chí Minh: Quận 3,,Đăng 3 ngày trước,30 - 40 triệu
BrSE (NON-TECH),,,,,Nichietsu,Hồ Chí Minh: Quận 5,,Đăng 3 ngày trước,15 - 25 triệu
Senior Data Engineer - Ecosystem Center - Hà Nội - TA139,Data,,,,Nichietsu,Hồ Chí Minh: Quận 5,,Đăng 3 ngày trước,20 - 30 triệu
Lập Trình Viên Android/Koltin Từ 2 Năm Kinh Nghiệm,Android,,,,Công ty CP Thương Mại Dịch Vụ DZ Group,Hà Nội: Bắc Từ Liêm,Hồ Chí Minh: Tân Bình,Đăng 3 ngày trước,15 - 25 triệu
Nhân Viên Kinh Doanh Phần Mềm-Không YC Kinh Nghiệm,,,,,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,Hà Nội: Nam Từ Liêm,,Đăng 3 ngày trước,3 - 5 triệu
Data Engineer - Around 35M,Data,,,,Công Ty Cổ Phần Tập Đoàn Thái Bình Dương - Pacific Corporation,Hà Nội: Hoàn Kiếm,,Đăng 3 ngày trước,8 - 13 triệu
Nhân Viên Sale Admin,,,,,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,Hà Nội: Nam Từ Liêm,,Đăng 3 ngày trước,3 - 5 triệu
Senior Cyber Security,Security,,,,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Hà Nội: Cầu Giấy,,Đăng 3 ngày trước,Thoả thuận
Data Analyst (Senior/Expert),Data Analyst,Data,,,Công ty trách nhiệm hữu hạn Reviewty,Hà Nội: Đống Đa,,Đăng 3 ngày trước,18 - 25 triệu
Lập Trình Web - Front-End Developers Reactjs,ReactJS,Web,,,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ TSG,Hà Nội: Bắc Từ Liêm,,Đăng 3 ngày trước,12 - 15 triệu
Product Owner/ Business Analyst (Expert/ Senior),Business Analyst,Product Owner,,,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội: Cầu Giấy,,Đăng 3 ngày trước,Tới 25 triệu
Account Manager,Manager,,,,CÔNG TY CỔ PHẦN DEHA VIỆT NAM,Hà Nội: Cầu Giấy,,Đăng 3 ngày trước,25 - 35 triệu
Senior Backend Developer,,,,,CÔNG TY TNHH TECH GRID ASIA (VIỆT NAM),Hồ Chí Minh: Tân Bình,,Đăng 3 ngày trước,Thoả thuận
Kỹ Sư Cơ Điện Tử,,,,,CÔNG TY CỔ PHẦN AHT TECH,Hà Nội: Hai Bà Trưng,,Đăng 3 ngày trước,Thoả thuận
Software Tester (QC),Tester,,,,Viettel Software,Hà Nội: Cầu Giấy,,Đăng 3 ngày trước,Thoả thuận
QC Senior/Leader,Leader,,,,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ PHÚC NAM,Hà Nội: Cầu Giấy,,Đăng 3 ngày trước,Thoả thuận
Java Developer,Java,,,,CÔNG TY TNHH TRUYỀN THÔNG VÀ GIẢI TRÍ MIN LEO MEDIA,Hà Nội: Cầu Giấy,,Đăng 3 ngày trước,8 - 15 triệu
Senior Business Analyst,Business Analyst,,,,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội,,Đăng 3 ngày trước,Tới 25 triệu
Chuyên Viên Marketing,,,,,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội,,Đăng 3 ngày trước,25 - 32 triệu
Thực Tập Sinh Tester,Tester,,,,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội,,Đăng 3 ngày trước,Tới 25 triệu
IT Business Analyst,Business Analyst,,,,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội: Cầu Giấy,,Đăng 3 ngày trước,Tới 25 triệu
